Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2016,SD,Total Electric Industry,"4,618,724","4,698,053","2,812,753",0,NA,"12,129,530"
2016,TN,Total Electric Industry,"41,773,888","35,438,903","23,545,648",0,NA,"100,758,439"
2016,TX,Total Electric Industry,"145,973,181","139,104,274","113,402,713","181,641",NA,"398,661,809"
2016,UT,Total Electric Industry,"9,370,656","11,565,312","9,186,991","56,575",NA,"30,179,534"
2016,VA,Total Electric Industry,"45,186,057","49,263,847","17,648,014","182,747",NA,"112,280,665"
2016,VT,Total Electric Industry,"2,056,402","2,014,045","1,446,003",0,NA,"5,516,450"
2016,WA,Total Electric Industry,"34,211,748","28,989,062","25,678,420","6,086",NA,"88,885,316"
2016,WI,Total Electric Industry,"21,814,249","23,884,088","24,037,811",190,NA,"69,736,338"
2016,WV,Total Electric Industry,"11,375,581","7,825,670","12,874,895",0,NA,"32,076,146"
2016,WY,Total Electric Industry,"2,751,073","3,762,315","10,041,482",0,NA,"16,554,870"
2016,US,Total Electric Industry,"1,411,058,153","1,367,191,386","976,715,181","7,496,910",NA,"3,762,461,630"
2016,AK,Full-Service Providers,"2,006,392","2,731,499","1,385,311",0,NA,"6,123,202"
2016,AL,Full-Service Providers,"32,055,546","23,634,474","32,535,121",0,NA,"88,225,141"
2016,AR,Full-Service Providers,"17,784,233","12,177,633","16,226,147",425,NA,"46,188,438"
2016,AZ,Full-Service Providers,"33,690,783","29,564,157","14,975,656","7,232",NA,"78,237,828"
2016,CA,Full-Service Providers,"86,220,494","100,281,511","40,650,539","409,530",NA,"227,562,074"
2016,CO,Full-Service Providers,"18,833,722","20,800,136","15,103,434","64,745",NA,"54,802,037"
2016,CT,Full-Service Providers,"8,503,656","3,012,342","855,178","13,560",NA,"12,384,736"
2016,DC,Full-Service Providers,"1,907,958","1,141,861",0,68,NA,"3,049,887"
2016,DE,Full-Service Providers,"4,430,196","1,657,988","901,971",0,NA,"6,990,155"
2016,FL,Full-Service Providers,"123,320,547","95,547,214","16,758,825","95,236",NA,"235,721,822"
2016,GA,Full-Service Providers,"57,889,379","47,761,768","32,290,121","170,971",NA,"138,112,239"
2016,HI,Full-Service Providers,"2,611,727","3,111,282","3,722,380",0,NA,"9,445,389"
2016,IA,Full-Service Providers,"14,093,678","12,291,332","22,046,183",0,NA,"48,431,193"
2016,ID,Full-Service Providers,"8,172,022","6,279,129","8,611,810",0,NA,"23,062,961"
2016,IL,Full-Service Providers,"27,105,283","16,147,681","5,981,680",0,NA,"49,234,644"
2016,IN,Full-Service Providers,"33,025,955","24,228,779","46,429,174","20,913",NA,"103,704,821"
2016,KS,Full-Service Providers,"13,509,235","15,887,392","11,413,547",0,NA,"40,810,174"
2016,KY,Full-Service Providers,"26,338,437","19,981,122","28,234,016",0,NA,"74,553,575"
2016,LA,Full-Service Providers,"30,650,067","24,895,713","35,894,652","12,227",NA,"91,452,659"
2016,MA,Full-Service Providers,"13,250,760","6,583,460","2,965,212",0,NA,"22,799,432"
2016,MD,Full-Service Providers,"21,887,824","7,001,692","442,291",0,NA,"29,331,807"
2016,ME,Full-Service Providers,"3,789,522","1,720,365","297,003",0,NA,"5,806,890"
2016,MI,Full-Service Providers,"34,542,844","34,913,596","25,891,023","4,223",NA,"95,351,686"
2016,MN,Full-Service Providers,"21,803,791","23,501,739","21,216,798","24,164",NA,"66,546,492"
2016,MO,Full-Service Providers,"34,354,932","30,728,480","13,513,245","21,399",NA,"78,618,056"
2016,MS,Full-Service Providers,"18,458,928","14,522,538","16,068,698",0,NA,"49,050,164"
2016,MT,Full-Service Providers,"4,852,537","4,689,679","1,823,492",0,NA,"11,365,708"
2016,NC,Full-Service Providers,"58,456,809","48,604,221","27,336,887","6,402",NA,"134,404,319"
2016,ND,Full-Service Providers,"4,741,298","6,346,158","7,432,732",0,NA,"18,520,188"
2016,NE,Full-Service Providers,"9,738,351","9,306,827","11,154,176",0,NA,"30,199,354"
2016,NH,Full-Service Providers,"3,637,031","1,501,045","241,470",0,NA,"5,379,546"
2016,NJ,Full-Service Providers,"24,985,251","12,632,251","1,583,150","10,350",NA,"39,211,002"
2016,NM,Full-Service Providers,"6,642,511","8,805,876","7,591,160",0,NA,"23,039,547"
2016,NV,Full-Service Providers,"12,691,942","8,650,848","12,153,021","8,378",NA,"33,504,189"
2016,NY,Full-Service Providers,"41,568,579","25,555,121","2,968,037","338,752",NA,"70,430,489"
2016,OH,Full-Service Providers,"29,737,702","10,396,327","9,198,366","3,647",NA,"49,336,042"
2016,OK,Full-Service Providers,"22,789,715","20,695,703","18,031,136",0,NA,"61,516,554"
2016,OR,Full-Service Providers,"18,573,242","15,326,671","11,413,308","24,014",NA,"45,337,235"
2016,PA,Full-Service Providers,"34,979,135","9,633,918","2,328,458",0,NA,"46,941,511"
2016,RI,Full-Service Providers,"2,734,247","1,145,248","144,089",0,NA,"4,023,584"
2016,SC,Full-Service Providers,"30,615,596","22,274,962","26,686,992",0,NA,"79,577,550"
2016,SD,Full-Service Providers,"4,618,724","4,698,053","2,812,753",0,NA,"12,129,530"
2016,TN,Full-Service Providers,"41,773,888","35,438,903","23,545,648",0,NA,"100,758,439"
2016,TX,Full-Service Providers,"145,973,181","139,104,274","113,402,713","181,641",NA,"398,661,809"
2016,UT,Full-Service Providers,"9,370,656","11,565,312","9,186,991","56,575",NA,"30,179,534"
2016,VA,Full-Service Providers,"45,186,057","49,064,780","17,215,660","182,747",NA,"111,649,244"
2016,VT,Full-Service Providers,"2,056,402","2,014,045","1,446,003",0,NA,"5,516,450"
2016,WA,Full-Service Providers,"34,211,748","28,929,999","23,651,909","6,086",NA,"86,799,742"
2016,WI,Full-Service Providers,"21,814,249","23,884,088","24,037,811",190,NA,"69,736,338"
2016,WV,Full-Service Providers,"11,375,581","7,825,670","12,874,895",0,NA,"32,076,146"
2016,WY,Full-Service Providers,"2,751,073","3,762,315","10,041,482",0,NA,"16,554,870"
2016,US,Full-Service Providers,"1,316,113,416","1,091,957,177","792,712,354","1,663,475",NA,"3,202,446,422"
2016,CA,Energy-Only Providers,"2,090,575","16,493,173","10,328,585","372,228",NA,"29,284,561"
2016,CT,Energy-Only Providers,"4,173,327","9,688,922","2,514,890","169,212",NA,"16,546,351"
2016,DC,Energy-Only Providers,"593,934","7,226,618","192,454","331,110",NA,"8,344,116"
2016,DE,Energy-Only Providers,"332,910","2,577,243","1,358,130",0,NA,"4,268,283"
2016,IL,Energy-Only Providers,"18,884,769","34,762,373","37,650,074","518,549",NA,"91,815,765"
2016,MA,Energy-Only Providers,"6,442,136","19,350,349","4,542,168","341,803",NA,"30,676,456"
2016,MD,Energy-Only Providers,"5,429,047","22,674,301","3,379,185","539,571",NA,"32,022,104"
2016,ME,Energy-Only Providers,"796,303","2,266,123","2,579,635",0,NA,"5,642,061"
2016,MI,Energy-Only Providers,418,"4,072,310","5,043,399",0,NA,"9,116,127"
2016,MT,Energy-Only Providers,10,"141,957","2,592,926",0,NA,"2,734,893"
2016,NH,Energy-Only Providers,"801,376","2,965,147","1,758,887",0,NA,"5,525,410"
2016,NJ,Energy-Only Providers,"4,105,475","26,040,156","5,709,920","292,818",NA,"36,148,369"
2016,NV,Energy-Only Providers,0,"1,278,228","1,362,213",0,NA,"2,640,441"
2016,NY,Energy-Only Providers,"9,262,708","50,951,847","14,741,181","2,416,813",NA,"77,372,549"
2016,OH,Energy-Only Providers,"22,786,439","37,345,942","41,092,327","37,046",NA,"101,261,754"
2016,OR,Energy-Only Providers,0,"733,807","1,278,308",0,NA,"2,012,115"
2016,PA,Energy-Only Providers,"18,897,995","33,901,514","44,799,474","787,189",NA,"98,386,172"
2016,RI,Energy-Only Providers,"347,315","2,506,069","620,206","27,096",NA,"3,500,686"
2016,VA,Energy-Only Providers,0,"199,067","432,354",0,NA,"631,421"
2016,WA,Energy-Only Providers,0,"59,063","2,026,511",0,NA,"2,085,574"
2016,US,Energy-Only Providers,"94,944,737","275,234,209","184,002,827","5,833,435",NA,"560,015,208"
2015,AK,Total Electric Industry,"2,044,184","2,763,491","1,351,529",0,NA,"6,159,204"
2015,AL,Total Electric Industry,"31,908,530","23,437,831","33,499,182",0,NA,"88,845,543"
2015,AR,Total Electric Industry,"18,273,389","12,153,236","16,038,092",437,NA,"46,465,154"
2015,AZ,Total Electric Industry,"33,167,205","29,284,431","14,891,564","6,216",NA,"77,349,416"
2015,CA,Total Electric Industry,"89,386,373","118,384,093","52,562,210","837,761",NA,"261,170,437"
2015,CO,Total Electric Industry,"18,384,936","20,408,085","15,258,761","64,264",NA,"54,116,046"
2015,CT,Total Electric Industry,"12,892,862","12,958,570","3,432,002","192,721",NA,"29,476,155"
2015,DC,Total Electric Industry,"2,497,559","8,221,610","238,232","333,832",NA,"11,291,233"
2015,DE,Total Electric Industry,"4,848,998","4,219,085","2,430,122",0,NA,"11,498,205"
2015,FL,Total Electric Industry,"122,759,472","95,847,051","16,897,415","95,460",NA,"235,599,398"
2015,GA,Total Electric Industry,"56,421,650","47,151,316","32,134,396","170,853",NA,"135,878,215"
2015,HI,Total Electric Industry,"2,641,336","3,174,462","3,695,554",0,NA,"9,511,352"
2015,IA,Total Electric Industry,"13,786,328","12,071,781","21,289,184",0,NA,"47,147,293"
2015,ID,Total Electric Industry,"8,054,693","6,263,642","8,740,479",0,NA,"23,058,814"
2015,IL,Total Electric Industry,"44,645,638","50,319,815","43,130,671","523,846",NA,"138,619,970"
2015,IN,Total Electric Industry,"32,441,693","24,021,689","48,030,120","21,016",NA,"104,514,518"
2015,KS,Total Electric Industry,"13,241,682","15,380,339","11,227,106",0,NA,"39,849,127"
2015,KY,Total Electric Industry,"26,168,093","19,589,209","30,281,328",0,NA,"76,038,630"
2015,LA,Total Electric Industry,"31,545,313","24,996,178","35,123,169","11,829",NA,"91,676,489"
2015,MA,Total Electric Industry,"20,175,317","26,200,307","7,892,165","353,299",NA,"54,621,088"
2015,MD,Total Electric Industry,"27,403,336","29,959,115","3,883,315","535,953",NA,"61,781,719"
2015,ME,Total Electric Industry,"4,662,301","4,017,822","3,208,045",0,NA,"11,888,168"
2015,MI,Total Electric Industry,"33,357,876","38,440,734","30,677,019","4,292",NA,"102,479,921"
2015,MN,Total Electric Industry,"21,713,970","23,388,015","21,453,040","24,209",NA,"66,579,234"
2015,MO,Total Electric Industry,"33,911,760","30,535,443","17,036,256","20,622",NA,"81,504,081"
2015,MS,Total Electric Industry,"18,561,101","14,391,682","15,738,746",0,NA,"48,691,529"
2015,MT,Total Electric Industry,"4,825,213","4,894,095","4,487,603",0,NA,"14,206,911"
2015,NC,Total Electric Industry,"57,901,557","48,236,147","27,701,168","8,651",NA,"133,847,523"
2015,ND,Total Electric Industry,"4,862,542","6,278,868","6,987,538",0,NA,"18,128,948"
2015,NE,Total Electric Industry,"9,532,132","9,307,834","10,655,107",0,NA,"29,495,073"
2015,NH,Total Electric Industry,"4,526,948","4,491,173","1,981,028",0,NA,"10,999,149"
2015,NJ,Total Electric Industry,"29,142,283","38,722,730","7,320,398","304,212",NA,"75,489,623"
2015,NM,Total Electric Industry,"6,641,724","8,877,046","7,574,783",0,NA,"23,093,553"
2015,NV,Total Electric Industry,"12,338,538","9,613,997","14,058,811","8,344",NA,"36,019,690"
2015,NY,Total Electric Industry,"51,012,745","77,005,625","18,079,200","2,816,085",NA,"148,913,655"
2015,OH,Total Electric Industry,"51,492,954","47,123,923","50,556,675","39,672",NA,"149,213,224"
2015,OK,Total Electric Industry,"22,615,824","20,691,105","18,029,456",0,NA,"61,336,385"
2015,OR,Total Electric Industry,"18,269,007","16,021,066","12,949,776","24,125",NA,"47,263,974"
2015,PA,Total Electric Industry,"54,418,663","43,745,173","47,404,272","775,920",NA,"146,344,028"
2015,RI,Total Electric Industry,"3,135,506","3,704,812","798,532","25,868",NA,"7,664,718"
2015,SC,Total Electric Industry,"30,059,188","21,927,007","29,342,051",0,NA,"81,328,246"
2015,SD,Total Electric Industry,"4,571,325","4,748,637","2,782,017",0,NA,"12,101,979"
2015,TN,Total Electric Industry,"41,667,411","34,981,552","22,983,145",0,NA,"99,632,108"
2015,TX,Total Electric Industry,"145,651,913","136,323,562","110,182,265","179,614",NA,"392,337,354"
2015,UT,Total Electric Industry,"9,117,153","11,614,593","9,404,984","55,620",NA,"30,192,350"
2015,VA,Total Electric Industry,"45,928,411","48,347,037","17,537,165","196,432",NA,"112,009,045"
2015,VT,Total Electric Industry,"2,088,940","2,010,568","1,421,601",0,NA,"5,521,109"
2015,WA,Total Electric Industry,"34,071,987","29,266,512","26,772,299","5,288",NA,"90,116,086"
2015,WI,Total Electric Industry,"21,214,787","23,514,103","23,969,851",191,NA,"68,698,932"
2015,WV,Total Electric Industry,"11,437,451","7,800,740","13,064,835",0,NA,"32,303,026"
2015,WY,Total Electric Industry,"2,676,702","3,924,590","10,323,470",0,NA,"16,924,762"
2015,US,Total Electric Industry,"1,404,096,499","1,360,751,527","986,507,732","7,636,632",NA,"3,758,992,390"
2015,AK,Full-Service Providers,"2,044,184","2,763,491","1,351,529",0,NA,"6,159,204"
2015,AL,Full-Service Providers,"31,908,530","23,437,831","33,499,182",0,NA,"88,845,543"
2015,AR,Full-Service Providers,"18,273,389","12,153,236","16,038,092",437,NA,"46,465,154"
2015,AZ,Full-Service Providers,"33,167,205","29,284,431","14,891,564","6,216",NA,"77,349,416"
2015,CA,Full-Service Providers,"87,605,282","102,212,180","42,063,251","467,076",NA,"232,347,789"
2015,CO,Full-Service Providers,"18,384,936","20,408,085","15,258,761","64,264",NA,"54,116,046"
2015,CT,Full-Service Providers,"8,364,427","3,287,704","825,659",0,NA,"12,477,790"
2015,DC,Full-Service Providers,"1,921,122","1,319,954",0,0,NA,"3,241,076"
2015,DE,Full-Service Providers,"4,506,411","1,736,609","899,424",0,NA,"7,142,444"
2015,FL,Full-Service Providers,"122,759,472","95,847,051","16,897,415","95,460",NA,"235,599,398"
2015,GA,Full-Service Providers,"56,421,650","47,151,316","32,134,396","170,853",NA,"135,878,215"
2015,HI,Full-Service Providers,"2,641,336","3,174,462","3,695,554",0,NA,"9,511,352"
2015,IA,Full-Service Providers,"13,786,328","12,071,781","21,289,184",0,NA,"47,147,293"
2015,ID,Full-Service Providers,"8,054,693","6,263,642","8,740,479",0,NA,"23,058,814"
2015,IL,Full-Service Providers,"23,198,272","15,759,797","6,589,530",0,NA,"45,547,599"
2015,IN,Full-Service Providers,"32,441,693","24,021,689","48,030,120","21,016",NA,"104,514,518"
2015,KS,Full-Service Providers,"13,241,682","15,380,339","11,227,106",0,NA,"39,849,127"
2015,KY,Full-Service Providers,"26,168,093","19,589,209","30,281,328",0,NA,"76,038,630"
2015,LA,Full-Service Providers,"31,545,313","24,996,178","35,123,169","11,829",NA,"91,676,489"
2015,MA,Full-Service Providers,"15,597,608","7,618,989","3,184,725",33,NA,"26,401,355"
2015,MD,Full-Service Providers,"21,554,710","7,086,086","483,656",0,NA,"29,124,452"
2015,ME,Full-Service Providers,"3,724,880","1,754,606","246,881",0,NA,"5,726,367"
2015,MI,Full-Service Providers,"33,357,369","34,390,546","25,422,702","4,292",NA,"93,174,909"
2015,MN,Full-Service Providers,"21,713,970","23,388,015","21,453,040","24,209",NA,"66,579,234"
2015,MO,Full-Service Providers,"33,911,760","30,535,443","17,036,256","20,622",NA,"81,504,081"
2015,MS,Full-Service Providers,"18,561,101","14,391,682","15,738,746",0,NA,"48,691,529"
2015,MT,Full-Service Providers,"4,825,207","4,753,145","1,906,663",0,NA,"11,485,015"
2015,NC,Full-Service Providers,"57,901,557","48,236,147","27,701,168","8,651",NA,"133,847,523"
2015,ND,Full-Service Providers,"4,862,542","6,278,868","6,987,538",0,NA,"18,128,948"
2015,NE,Full-Service Providers,"9,532,132","9,307,834","10,655,107",0,NA,"29,495,073"
2015,NH,Full-Service Providers,"3,741,907","1,856,213","352,683",0,NA,"5,950,803"
2015,NJ,Full-Service Providers,"25,284,840","12,885,157","1,499,134","11,478",NA,"39,680,609"
2015,NM,Full-Service Providers,"6,641,724","8,877,046","7,574,783",0,NA,"23,093,553"
2015,NV,Full-Service Providers,"12,338,538","8,623,343","12,744,158","8,344",NA,"33,714,383"
2015,NY,Full-Service Providers,"41,485,518","25,507,292","3,038,367","369,855",NA,"70,401,032"
2015,OH,Full-Service Providers,"29,116,452","10,877,354","11,870,377","3,545",NA,"51,867,728"
2015,OK,Full-Service Providers,"22,615,824","20,691,105","18,029,456",0,NA,"61,336,385"
2015,OR,Full-Service Providers,"18,269,007","15,362,358","11,714,406","24,125",NA,"45,369,896"
2015,PA,Full-Service Providers,"35,086,308","10,291,505","2,666,653",0,NA,"48,044,466"
2015,RI,Full-Service Providers,"2,875,841","1,494,953","189,479",0,NA,"4,560,273"
2015,SC,Full-Service Providers,"30,059,188","21,927,007","29,342,051",0,NA,"81,328,246"
2015,SD,Full-Service Providers,"4,571,325","4,748,637","2,782,017",0,NA,"12,101,979"
2015,TN,Full-Service Providers,"41,667,411","34,981,552","22,983,145",0,NA,"99,632,108"
2015,TX,Full-Service Providers,"145,651,913","136,323,562","110,182,265","179,614",NA,"392,337,354"
2015,UT,Full-Service Providers,"9,117,153","11,614,593","9,404,984","55,620",NA,"30,192,350"
2015,VA,Full-Service Providers,"45,928,411","48,159,481","17,477,671","196,432",NA,"111,761,995"
2015,VT,Full-Service Providers,"2,088,940","2,010,568","1,421,601",0,NA,"5,521,109"
2015,WA,Full-Service Providers,"34,071,987","29,197,359","24,828,368","5,288",NA,"88,103,002"
2015,WI,Full-Service Providers,"21,214,787","23,514,103","23,969,851",191,NA,"68,698,932"
2015,WV,Full-Service Providers,"11,437,451","7,800,740","13,064,835",0,NA,"32,303,026"
2015,WY,Full-Service Providers,"2,676,702","3,924,590","10,323,470",0,NA,"16,924,762"
2015,US,Full-Service Providers,"1,307,918,081","1,089,268,864","805,111,979","1,749,450",NA,"3,204,048,374"
2015,CA,Energy-Only Providers,"1,781,091","16,171,913","10,498,959","370,685",NA,"28,822,648"
2015,CT,Energy-Only Providers,"4,528,435","9,670,866","2,606,343","192,721",NA,"16,998,365"
2015,DC,Energy-Only Providers,"576,437","6,901,656","238,232","333,832",NA,"8,050,157"
2015,DE,Energy-Only Providers,"342,587","2,482,476","1,530,698",0,NA,"4,355,761"
2015,IL,Energy-Only Providers,"21,447,366","34,560,018","36,541,141","523,846",NA,"93,072,371"
2015,MA,Energy-Only Providers,"4,577,709","18,581,318","4,707,440","353,266",NA,"28,219,733"
2015,MD,Energy-Only Providers,"5,848,626","22,873,029","3,399,659","535,953",NA,"32,657,267"
2015,ME,Energy-Only Providers,"937,421","2,263,216","2,961,164",0,NA,"6,161,801"
2015,MI,Energy-Only Providers,507,"4,050,188","5,254,317",0,NA,"9,305,012"
2015,MT,Energy-Only Providers,6,"140,950","2,580,940",0,NA,"2,721,896"
2015,NH,Energy-Only Providers,"785,041","2,634,960","1,628,345",0,NA,"5,048,346"
2015,NJ,Energy-Only Providers,"3,857,443","25,837,573","5,821,264","292,734",NA,"35,809,014"
2015,NV,Energy-Only Providers,0,"990,654","1,314,653",0,NA,"2,305,307"
2015,NY,Energy-Only Providers,"9,527,227","51,498,333","15,040,833","2,446,230",NA,"78,512,623"
