"Year","State","Industry.Sector.Category","Sector","Electricity_Consumption"
2014,"KY","Total Electric Industry","Residential","27,399,768"
2014,"LA","Total Electric Industry","Residential","31,400,683"
2014,"MA","Total Electric Industry","Residential","20,071,160"
2014,"MD","Total Electric Industry","Residential","27,487,633"
2014,"ME","Total Electric Industry","Residential","4,660,605"
2014,"MI","Total Electric Industry","Residential","33,514,991"
2014,"MN","Total Electric Industry","Residential","22,791,466"
2014,"MO","Total Electric Industry","Residential","35,792,644"
2014,"MS","Total Electric Industry","Residential","18,922,097"
2014,"MT","Total Electric Industry","Residential","4,969,243"
2014,"NC","Total Electric Industry","Residential","58,649,994"
2014,"ND","Total Electric Industry","Residential","5,357,514"
2014,"NE","Total Electric Industry","Residential","10,028,238"
2014,"NH","Total Electric Industry","Residential","4,510,487"
2014,"NJ","Total Electric Industry","Residential","27,892,582"
2014,"NM","Total Electric Industry","Residential","6,611,970"
2014,"NV","Total Electric Industry","Residential","11,916,521"
2014,"NY","Total Electric Industry","Residential","49,974,914"
2014,"OH","Total Electric Industry","Residential","52,804,334"
2014,"OK","Total Electric Industry","Residential","23,351,144"
2014,"OR","Total Electric Industry","Residential","18,617,613"
2014,"PA","Total Electric Industry","Residential","54,195,335"
2014,"RI","Total Electric Industry","Residential","3,070,347"
2014,"SC","Total Electric Industry","Residential","30,715,986"
2014,"SD","Total Electric Industry","Residential","4,827,368"
2014,"TN","Total Electric Industry","Residential","42,538,248"
2014,"TX","Total Electric Industry","Residential","140,899,744"
2014,"UT","Total Electric Industry","Residential","8,963,971"
2014,"VA","Total Electric Industry","Residential","46,443,716"
2014,"VT","Total Electric Industry","Residential","2,121,347"
2014,"WA","Total Electric Industry","Residential","35,082,958"
2014,"WI","Total Electric Industry","Residential","21,925,712"
2014,"WV","Total Electric Industry","Residential","11,990,728"
2014,"WY","Total Electric Industry","Residential","2,752,313"
2014,"US","Total Electric Industry","Residential","1,407,208,311"
2014,"AK","Full-Service Providers","Residential","2,043,614"
2014,"AL","Full-Service Providers","Residential","32,929,598"
2014,"AR","Full-Service Providers","Residential","18,441,119"
2014,"AZ","Full-Service Providers","Residential","32,346,079"
2014,"CA","Full-Service Providers","Residential","88,668,196"
2014,"CO","Full-Service Providers","Residential","18,092,932"
2014,"CT","Full-Service Providers","Residential","7,878,710"
2014,"DC","Full-Service Providers","Residential","1,734,144"
2014,"DE","Full-Service Providers","Residential","4,309,510"
2014,"FL","Full-Service Providers","Residential","116,535,263"
2014,"GA","Full-Service Providers","Residential","57,167,387"
2014,"HI","Full-Service Providers","Residential","2,583,770"
2014,"IA","Full-Service Providers","Residential","14,426,582"
2014,"ID","Full-Service Providers","Residential","8,134,913"
2014,"IL","Full-Service Providers","Residential","20,672,982"
2014,"IN","Full-Service Providers","Residential","33,703,965"
2014,"KS","Full-Service Providers","Residential","13,684,952"
2014,"KY","Full-Service Providers","Residential","27,399,768"
2014,"LA","Full-Service Providers","Residential","31,400,683"
2014,"MA","Full-Service Providers","Residential","16,890,998"
2014,"MD","Full-Service Providers","Residential","20,958,071"
2014,"ME","Full-Service Providers","Residential","83,418"
2014,"MI","Full-Service Providers","Residential","33,514,419"
2014,"MN","Full-Service Providers","Residential","22,791,466"
2014,"MO","Full-Service Providers","Residential","35,792,644"
2014,"MS","Full-Service Providers","Residential","18,922,097"
2014,"MT","Full-Service Providers","Residential","4,969,236"
2014,"NC","Full-Service Providers","Residential","58,649,994"
2014,"ND","Full-Service Providers","Residential","5,357,514"
2014,"NE","Full-Service Providers","Residential","10,028,238"
2014,"NH","Full-Service Providers","Residential","3,655,513"
2014,"NJ","Full-Service Providers","Residential","23,325,022"
2014,"NM","Full-Service Providers","Residential","6,611,970"
2014,"NV","Full-Service Providers","Residential","11,916,521"
2014,"NY","Full-Service Providers","Residential","39,991,040"
2014,"OH","Full-Service Providers","Residential","29,283,170"
2014,"OK","Full-Service Providers","Residential","23,351,144"
2014,"OR","Full-Service Providers","Residential","18,617,613"
2014,"PA","Full-Service Providers","Residential","33,444,736"
2014,"RI","Full-Service Providers","Residential","2,887,769"
2014,"SC","Full-Service Providers","Residential","30,715,986"
2014,"SD","Full-Service Providers","Residential","4,827,368"
2014,"TN","Full-Service Providers","Residential","42,538,248"
2014,"TX","Full-Service Providers","Residential","140,899,744"
2014,"UT","Full-Service Providers","Residential","8,963,971"
2014,"VA","Full-Service Providers","Residential","46,443,716"
2014,"VT","Full-Service Providers","Residential","2,121,347"
2014,"WA","Full-Service Providers","Residential","35,082,958"
2014,"WI","Full-Service Providers","Residential","21,925,712"
2014,"WV","Full-Service Providers","Residential","11,990,728"
2014,"WY","Full-Service Providers","Residential","2,752,313"
2014,"US","Full-Service Providers","Residential","1,301,458,851"
2014,"CA","Energy-Only Providers","Residential","692,484"
2014,"CT","Energy-Only Providers","Residential","4,898,869"
2014,"DC","Energy-Only Providers","Residential","338,061"
2014,"DE","Energy-Only Providers","Residential","335,331"
2014,"IL","Energy-Only Providers","Residential","25,336,476"
2014,"MA","Energy-Only Providers","Residential","3,180,162"
2014,"MD","Energy-Only Providers","Residential","6,529,562"
2014,"ME","Energy-Only Providers","Residential","4,577,187"
2014,"MI","Energy-Only Providers","Residential","572"
2014,"MT","Energy-Only Providers","Residential","7"
2014,"NH","Energy-Only Providers","Residential","854,974"
2014,"NJ","Energy-Only Providers","Residential","4,567,560"
2014,"NV","Energy-Only Providers","Residential","0"
2014,"NY","Energy-Only Providers","Residential","9,983,874"
2014,"OH","Energy-Only Providers","Residential","23,521,164"
2014,"OR","Energy-Only Providers","Residential","0"
2014,"PA","Energy-Only Providers","Residential","20,750,599"
2014,"RI","Energy-Only Providers","Residential","182,578"
2014,"VA","Energy-Only Providers","Residential","0"
2014,"WA","Energy-Only Providers","Residential","0"
2014,"US","Energy-Only Providers","Residential","105,749,460"
2013,"AK","Total Electric Industry","Residential","2,103,966"
2013,"AL","Total Electric Industry","Residential","31,378,659"
2013,"AR","Total Electric Industry","Residential","18,219,287"
2013,"AZ","Total Electric Industry","Residential","33,103,602"
2013,"CA","Total Electric Industry","Residential","89,241,934"
2013,"CO","Total Electric Industry","Residential","18,528,908"
2013,"CT","Total Electric Industry","Residential","13,135,451"
2013,"DC","Total Electric Industry","Residential","2,033,618"
2013,"DE","Total Electric Industry","Residential","4,570,013"
2013,"FL","Total Electric Industry","Residential","113,293,913"
2013,"GA","Total Electric Industry","Residential","53,544,411"
2013,"HI","Total Electric Industry","Residential","2,608,853"
2013,"IA","Total Electric Industry","Residential","14,625,866"
2013,"ID","Total Electric Industry","Residential","8,619,262"
2013,"IL","Total Electric Industry","Residential","46,372,234"
2013,"IN","Total Electric Industry","Residential","33,406,630"
2013,"KS","Total Electric Industry","Residential","13,593,003"
2013,"KY","Total Electric Industry","Residential","26,788,098"
2013,"LA","Total Electric Industry","Residential","30,709,206"
2013,"MA","Total Electric Industry","Residential","20,727,624"
2013,"MD","Total Electric Industry","Residential","27,448,367"
2013,"ME","Total Electric Industry","Residential","4,662,303"
2013,"MI","Total Electric Industry","Residential","34,013,168"
2013,"MN","Total Electric Industry","Residential","22,849,542"
2013,"MO","Total Electric Industry","Residential","35,318,204"
2013,"MS","Total Electric Industry","Residential","18,462,415"
2013,"MT","Total Electric Industry","Residential","4,926,471"
2013,"NC","Total Electric Industry","Residential","56,251,297"
2013,"ND","Total Electric Industry","Residential","5,038,846"
2013,"NE","Total Electric Industry","Residential","10,062,159"
2013,"NH","Total Electric Industry","Residential","4,553,871"
2013,"NJ","Total Electric Industry","Residential","28,544,638"
2013,"NM","Total Electric Industry","Residential","6,803,987"
2013,"NV","Total Electric Industry","Residential","12,142,431"
2013,"NY","Total Electric Industry","Residential","50,777,369"
2013,"OH","Total Electric Industry","Residential","52,158,094"
2013,"OK","Total Electric Industry","Residential","23,199,968"
2013,"OR","Total Electric Industry","Residential","19,328,558"
2013,"PA","Total Electric Industry","Residential","54,251,847"
2013,"RI","Total Electric Industry","Residential","3,164,692"
2013,"SC","Total Electric Industry","Residential","28,812,518"
2013,"SD","Total Electric Industry","Residential","4,824,150"
2013,"TN","Total Electric Industry","Residential","40,905,924"
2013,"TX","Total Electric Industry","Residential","140,272,607"
2013,"UT","Total Electric Industry","Residential","9,401,748"
2013,"VA","Total Electric Industry","Residential","45,416,253"
2013,"VT","Total Electric Industry","Residential","2,125,435"
2013,"WA","Total Electric Industry","Residential","35,983,486"
2013,"WI","Total Electric Industry","Residential","22,095,922"
2013,"WV","Total Electric Industry","Residential","11,581,825"
2013,"WY","Total Electric Industry","Residential","2,829,496"
2013,"US","Total Electric Industry","Residential","1,394,812,129"
2013,"AK","Full-Service Providers","Residential","2,103,966"
2013,"AL","Full-Service Providers","Residential","31,378,659"
2013,"AR","Full-Service Providers","Residential","18,219,287"
2013,"AZ","Full-Service Providers","Residential","33,103,602"
2013,"CA","Full-Service Providers","Residential","88,611,170"
2013,"CO","Full-Service Providers","Residential","18,528,908"
2013,"CT","Full-Service Providers","Residential","7,196,856"
2013,"DC","Full-Service Providers","Residential","1,693,110"
2013,"DE","Full-Service Providers","Residential","4,348,950"
2013,"FL","Full-Service Providers","Residential","113,293,913"
2013,"GA","Full-Service Providers","Residential","53,544,411"
2013,"HI","Full-Service Providers","Residential","2,608,853"
2013,"IA","Full-Service Providers","Residential","14,625,866"
2013,"ID","Full-Service Providers","Residential","8,619,262"
2013,"IL","Full-Service Providers","Residential","21,810,053"
2013,"IN","Full-Service Providers","Residential","33,406,630"
2013,"KS","Full-Service Providers","Residential","13,593,003"
2013,"KY","Full-Service Providers","Residential","26,788,098"
2013,"LA","Full-Service Providers","Residential","30,709,206"
2013,"MA","Full-Service Providers","Residential","17,625,777"
2013,"MD","Full-Service Providers","Residential","20,832,006"
2013,"ME","Full-Service Providers","Residential","81,039"
2013,"MI","Full-Service Providers","Residential","34,012,606"
2013,"MN","Full-Service Providers","Residential","22,849,542"
2013,"MO","Full-Service Providers","Residential","35,318,204"
2013,"MS","Full-Service Providers","Residential","18,462,415"
2013,"MT","Full-Service Providers","Residential","4,926,448"
2013,"NC","Full-Service Providers","Residential","56,251,297"
2013,"ND","Full-Service Providers","Residential","5,038,846"
2013,"NE","Full-Service Providers","Residential","10,062,159"
2013,"NH","Full-Service Providers","Residential","3,812,612"
2013,"NJ","Full-Service Providers","Residential","23,513,551"
2013,"NM","Full-Service Providers","Residential","6,803,987"
2013,"NV","Full-Service Providers","Residential","12,142,431"
2013,"NY","Full-Service Providers","Residential","40,540,302"
2013,"OH","Full-Service Providers","Residential","30,537,638"
2013,"OK","Full-Service Providers","Residential","23,199,968"
2013,"OR","Full-Service Providers","Residential","19,328,558"
2013,"PA","Full-Service Providers","Residential","34,510,796"
2013,"RI","Full-Service Providers","Residential","3,084,722"
2013,"SC","Full-Service Providers","Residential","28,812,518"
2013,"SD","Full-Service Providers","Residential","4,824,150"
2013,"TN","Full-Service Providers","Residential","40,905,924"
2013,"TX","Full-Service Providers","Residential","140,272,607"
2013,"UT","Full-Service Providers","Residential","9,401,748"
2013,"VA","Full-Service Providers","Residential","45,416,253"
2013,"VT","Full-Service Providers","Residential","2,125,435"
2013,"WA","Full-Service Providers","Residential","35,983,486"
2013,"WI","Full-Service Providers","Residential","22,095,922"
2013,"WV","Full-Service Providers","Residential","11,581,825"
2013,"WY","Full-Service Providers","Residential","2,829,496"
2013,"US","Full-Service Providers","Residential","1,291,368,071"
2013,"CA","Energy-Only Providers","Residential","630,764"
